description	notes	status	datedReferenceTree	date	lat	long	dbh	yearOfDeath	yearOfDeath.evidence	failureMode	failureHeight	directionOfFall	branches.small	branches.large	branches.huge	ground.contact	sag	bark	bottom.decay	bottom.decay.notes	mid.decay	mid.decay.notes	top.decay	top.decay.length	top.decay.notes	bottom.cross.section	top.cross.section	epiphytes.meter.1.moss	epiphytes.meter.1.leafCoverage	epiphytes.meter.2.moss	epiphytes.meter.2.leafCoverage	epiphyte.species	epiphytes.overall.moss	epiphyte.overall	id
plague tree, just east of huckleberry tree, south of hemlock graveyard	NA	active	TRUE	2022-08-03	47.559312	-122.251211	42	2018	cma report	base	0	265	0	0	0	1	0	0.2	0.2	NA	0.1	NA	0.1	10	NA	round	round	-1	-1	-1	-1	NA	0	0	df.115
