description	notes	status	datedReferenceTree	date	lat	long	dbh	yearOfDeath	yearOfDeath.evidence	failureMode	failureHeight	directionOfFall	branches.small	branches.large	branches.huge	ground.contact	sag	bark	bottom.decay	bottom.decay.notes	mid.decay	mid.decay.notes	top.decay	top.decay.length	top.decay.notes	bottom.cross.section	top.cross.section	epiphytes.meter.1.moss	epiphytes.meter.1.leafCoverage	epiphytes.meter.2.moss	epiphytes.meter.2.leafCoverage	epiphyte.species	epiphytes.overall.moss	epiphyte.overall	id
giant, barber chair, burned bark, fell parallel to trail pointing east	peggy claimed 1993 inaugural day storm for this tree, cma 2006, same as df.017	active	TRUE	2022-08-03	47.554962	-122.252279	48	2006	cma report	snag	12	80	1	6	12	0.5	0.3	1	0.3	NA	0.1	NA	0.4	10	broke at fall, sped up the decay	round	-1	0.65	0.45	0.3	0.2	rusp, pomu, acma, gash, arme, vapa, quru, ruur, psme	0.7	0.3	df.106
