description	notes	status	datedReferenceTree	date	lat	long	dbh	yearOfDeath	yearOfDeath.evidence	failureMode	failureHeight	directionOfFall	branches.small	branches.large	branches.huge	ground.contact	sag	bark	bottom.decay	bottom.decay.notes	mid.decay	mid.decay.notes	top.decay	top.decay.length	top.decay.notes	bottom.cross.section	top.cross.section	epiphytes.meter.1.moss	epiphytes.meter.1.leafCoverage	epiphytes.meter.2.moss	epiphytes.meter.2.leafCoverage	epiphyte.species	epiphytes.overall.moss	epiphyte.overall	id
stump with full log, presumed to be mid 1930's, rare old reference tree	3 mature red huckleberries, ferns.  large cut stump, might be broader than butt of log.  odd that tree was cut, but log not removed.	active	TRUE	2022-07-28	47.55913	-122.250886	33	1935	inferred from logging history	logging	3	150	0	0	0	1	1	0.2	0.2	NA	0.7	NA	0.99	10	NA	oval	depleted	-1	-1	-1	-1	NA	0.5	1	df.116
