description	notes	status	datedReferenceTree	date	lat	long	dbh	yearOfDeath	yearOfDeath.evidence	failureMode	failureHeight	directionOfFall	branches.small	branches.large	branches.huge	ground.contact	sag	bark	bottom.decay	bottom.decay.notes	mid.decay	mid.decay.notes	top.decay	top.decay.length	top.decay.notes	bottom.cross.section	top.cross.section	epiphytes.meter.1.moss	epiphytes.meter.1.leafCoverage	epiphytes.meter.2.moss	epiphytes.meter.2.leafCoverage	epiphyte.species	epiphytes.overall.moss	epiphyte.overall	id
2006, woodpecker trail, across from Tim's sword ferns.	NA	active	TRUE	2022-08-03	47.555922	-122.253216	24	2006	cma report	uproot	0	355	1	4	0	1	0.2	1	NA	NA	0.4	NA	0.7	10	ov	round	round	-1	-1	-1	-1	NA	0.9	0.1	df.113
