id	lat	long	dbh	yearOfDeath	yearOfDeath.evidence	failureMode	failureHeight	directionOfFall	branches.small	branches.large	branches.huge	bark	collapse	epiphyte.overall	description	notes	status	datedReferenceTree	date
df.026	47.559058	-122.250842	31	-1	NA	uproot	0	342	0	1	2	0.6	0.3	0.3	not far east from the woodpecker sculpture hemlock	Himalayan blackberry needs removing	complete	FALSE	2022-07-28
