id	lat	long	dbh	yearOfDeath	yearOfDeath.evidence	failureMode	failureHeight	directionOfFall	branches.small	branches.large	branches.huge	bark	collapse	epiphyte.overall	description	notes	status	datedReferenceTree	date
df.012	47.555442	-122.249449	56	-1	NA	uproot	0	51	0	3	3	0.8	0.2	0	ground zero trail-crossing big uprooted fir	confused first entry, corrected (supplanted) here, was 47.555292 122.250287 dbh 46	incomplete	FALSE	2022-07-19
