id	lat	long	dbh	yearOfDeath	yearOfDeath.evidence	failureMode	failureHeight	directionOfFall	branches.small	branches.large	branches.huge	bark	collapse	epiphyte.overall	description	notes	status	datedReferenceTree	date
df.029	47.55908	-122.25012	41	-1	NA	roots	0	66	0	3	5	0.7	0.7	0.7	in sqebeqsed (upper) hemlock graveyard	lots of black on bark which is not burn. 4 larger hemlocks on upnill (west) section	complete	FALSE	2022-08-01
