id	lat	long	dbh	yearOfDeath	yearOfDeath.evidence	failureMode	failureHeight	directionOfFall	branches.small	branches.large	branches.huge	bark	collapse	epiphyte.overall	description	notes	status	datedReferenceTree	date
df.044	47.559692	-122.249824	38	-1	NA	uproot	0	35	0	0	2	0.4	0.8	0.2	steep downhill from sqebeqsed	strong collapse only at top, lower 2/3 of tree is daylighted	complete	FALSE	2022-08-25
